data,mes,dia_semana,maquina,tipo_maquina,turno,operador,producao,capacidade_maxima,tempo_parado_min,motivo_parada,temperatura_celsius,eficiencia,status,producao_normalizada,mes_num
2025-04-02,April 2025,Wednesday,M2,Fresadora,Tarde,Carlos Silva,195.0,180,0.0,Sem parada,86.1,1.0,Ótimo,0.6993006993006993,4
2025-06-23,June 2025,Monday,M5,Solda Robotica,Manhã,Maria Lima,129.0,120,0.0,Sem parada,69.2,1.0,Ótimo,0.23776223776223776,6
2025-06-12,June 2025,Thursday,M2,Fresadora,Manhã,Pedro Santos,184.0,180,42.0,Falta de insumo,88.3,1.0,Ótimo,0.6223776223776224,6
2025-04-16,April 2025,Wednesday,M5,Solda Robotica,Tarde,Pedro Santos,126.0,120,0.0,Sem parada,64.3,1.0,Ótimo,0.21678321678321677,4
2025-02-21,February 2025,Friday,M2,Fresadora,Manhã,João Pereira,214.0,180,0.0,Sem parada,84.7,1.0,Ótimo,0.8321678321678322,2
2025-01-14,January 2025,Tuesday,M2,Fresadora,Tarde,Pedro Santos,181.0,180,0.0,Sem parada,83.1,1.0,Ótimo,0.6013986013986014,1
2025-06-05,June 2025,Thursday,M5,Solda Robotica,Noite,Ana Souza,124.0,120,0.0,Sem parada,65.1,1.0,Ótimo,0.20279720279720279,6
2025-02-19,February 2025,Wednesday,M3,Prensa Hidráulica,Manhã,Carlos Silva,152.0,140,0.0,Sem parada,81.3,1.0,Ótimo,0.3986013986013986,2
2025-01-21,January 2025,Tuesday,M5,Solda Robotica,Noite,Carlos Silva,115.0,120,0.0,Sem parada,64.7,0.9583333333333334,Ótimo,0.13986013986013987,1
2025-03-10,March 2025,Monday,M2,Fresadora,Manhã,Maria Lima,172.0,180,0.0,Sem parada,87.9,0.9555555555555556,Ótimo,0.5384615384615384,3
2025-03-14,March 2025,Friday,M3,Prensa Hidráulica,Manhã,Carlos Silva,140.0,140,0.0,Sem parada,83.2,1.0,Ótimo,0.3146853146853147,3
2025-06-04,June 2025,Wednesday,M5,Solda Robotica,Noite,Pedro Santos,109.0,120,0.0,Sem parada,74.2,0.9083333333333333,Ótimo,0.0979020979020979,6
2025-04-15,April 2025,Tuesday,M3,Prensa Hidráulica,Noite,Pedro Santos,140.0,140,0.0,Sem parada,85.2,1.0,Ótimo,0.3146853146853147,4
2025-02-07,February 2025,Friday,M2,Fresadora,Tarde,Carlos Silva,181.0,180,0.0,Sem parada,90.3,1.0,Ótimo,0.6013986013986014,2
2025-01-30,January 2025,Thursday,M4,Injetora,Tarde,Pedro Santos,229.0,200,0.0,Sem parada,100.6,1.0,Ótimo,0.9370629370629371,1
2025-04-09,April 2025,Wednesday,M4,Injetora,Noite,Carlos Silva,199.0,200,0.0,Sem parada,93.7,0.995,Ótimo,0.7272727272727273,4
2025-01-28,January 2025,Tuesday,M5,Solda Robotica,Noite,João Pereira,115.0,120,0.0,Sem parada,71.9,0.9583333333333334,Ótimo,0.13986013986013987,1
2025-05-01,May 2025,Thursday,M5,Solda Robotica,Manhã,Carlos Silva,114.0,120,0.0,Sem parada,69.1,0.95,Ótimo,0.13286713286713286,5
2025-04-24,April 2025,Thursday,M3,Prensa Hidráulica,Tarde,João Pereira,134.0,140,0.0,Sem parada,91.3,0.9571428571428572,Ótimo,0.2727272727272727,4
2025-01-02,January 2025,Thursday,M4,Injetora,Tarde,Ana Souza,205.0,200,0.0,Sem parada,93.1,1.0,Ótimo,0.7692307692307693,1
2025-06-17,June 2025,Tuesday,M5,Solda Robotica,Noite,João Pereira,116.0,120,27.0,Falha mecânica,68.9,0.9666666666666667,Ótimo,0.14685314685314685,6
2025-03-07,March 2025,Friday,M4,Injetora,Manhã,João Pereira,196.0,200,0.0,Sem parada,93.6,0.98,Ótimo,0.7062937062937062,3
2025-03-28,March 2025,Friday,M3,Prensa Hidráulica,Tarde,Pedro Santos,154.0,140,0.0,Sem parada,97.0,1.0,Ótimo,0.4125874125874126,3
2025-01-17,January 2025,Friday,M5,Solda Robotica,Tarde,Carlos Silva,123.0,120,0.0,Sem parada,79.4,1.0,Ótimo,0.1958041958041958,1
2025-02-11,February 2025,Tuesday,M2,Fresadora,Noite,Maria Lima,216.0,180,0.0,Sem parada,82.3,1.0,Ótimo,0.8461538461538461,2
2025-02-24,February 2025,Monday,M2,Fresadora,Manhã,Maria Lima,164.0,180,0.0,Sem parada,77.8,0.9111111111111111,Ótimo,0.4825174825174825,2
2025-02-17,February 2025,Monday,M3,Prensa Hidráulica,Noite,Carlos Silva,150.0,140,0.0,Sem parada,93.2,1.0,Ótimo,0.38461538461538464,2
2025-02-26,February 2025,Wednesday,M2,Fresadora,Noite,Maria Lima,162.0,180,0.0,Sem parada,81.5,0.9,Ótimo,0.46853146853146854,2
2025-04-16,April 2025,Wednesday,M3,Prensa Hidráulica,Noite,João Pereira,120.0,140,0.0,Sem parada,91.6,0.8571428571428571,Ótimo,0.17482517482517482,4
2025-04-15,April 2025,Tuesday,M5,Solda Robotica,Noite,Ana Souza,118.0,120,0.0,Sem parada,74.6,0.9833333333333333,Ótimo,0.16083916083916083,4
2025-06-11,June 2025,Wednesday,M2,Fresadora,Noite,Ana Souza,204.0,180,0.0,Sem parada,94.5,1.0,Ótimo,0.7622377622377622,6
2025-03-20,March 2025,Thursday,M3,Prensa Hidráulica,Manhã,Maria Lima,149.0,140,0.0,Sem parada,83.3,1.0,Ótimo,0.3776223776223776,3
2025-01-01,January 2025,Wednesday,M2,Fresadora,Manhã,Maria Lima,202.0,180,0.0,Sem parada,88.8,1.0,Ótimo,0.7482517482517482,1
2025-04-15,April 2025,Tuesday,M1,Torno CNC,Manhã,João Pereira,155.0,160,0.0,Sem parada,71.8,0.96875,Ótimo,0.4195804195804196,4
2025-04-21,April 2025,Monday,M5,Solda Robotica,Manhã,Maria Lima,112.0,120,6.0,Setup de máquina,77.7,0.9333333333333333,Ótimo,0.11888111888111888,4
2025-02-13,February 2025,Thursday,M1,Torno CNC,Noite,Ana Souza,165.0,160,0.0,Sem parada,72.5,1.0,Ótimo,0.48951048951048953,2
2025-01-30,January 2025,Thursday,M3,Prensa Hidráulica,Manhã,Pedro Santos,131.0,140,20.0,Falha mecânica,82.5,0.9357142857142857,Ótimo,0.2517482517482518,1
2025-01-01,January 2025,Wednesday,M2,Fresadora,Noite,Pedro Santos,173.0,180,0.0,Sem parada,82.7,0.9611111111111111,Ótimo,0.5454545454545454,1
2025-01-21,January 2025,Tuesday,M5,Solda Robotica,Manhã,Carlos Silva,107.0,120,0.0,Sem parada,73.3,0.8916666666666667,Ótimo,0.08391608391608392,1
2025-05-05,May 2025,Monday,M3,Prensa Hidráulica,Manhã,Carlos Silva,145.0,140,0.0,Sem parada,95.2,1.0,Ótimo,0.34965034965034963,5
2025-02-20,February 2025,Thursday,M3,Prensa Hidráulica,Tarde,Pedro Santos,148.0,140,0.0,Sem parada,89.6,1.0,Ótimo,0.3706293706293706,2
2025-01-22,January 2025,Wednesday,M2,Fresadora,Manhã,João Pereira,178.0,180,0.0,Sem parada,79.8,0.9888888888888889,Ótimo,0.5804195804195804,1
2025-01-03,January 2025,Friday,M4,Injetora,Manhã,João Pereira,196.0,200,11.0,Falha mecânica,85.1,0.98,Ótimo,0.7062937062937062,1
2025-02-20,February 2025,Thursday,M1,Torno CNC,Noite,Ana Souza,164.0,160,0.0,Sem parada,77.2,1.0,Ótimo,0.4825174825174825,2
2025-01-23,January 2025,Thursday,M1,Torno CNC,Noite,João Pereira,150.0,160,0.0,Sem parada,67.9,0.9375,Ótimo,0.38461538461538464,1
2025-03-25,March 2025,Tuesday,M5,Solda Robotica,Tarde,Carlos Silva,116.0,120,0.0,Sem parada,66.0,0.9666666666666667,Ótimo,0.14685314685314685,3
2025-04-11,April 2025,Friday,M5,Solda Robotica,Noite,Pedro Santos,106.0,120,38.0,Falta de insumo,72.9,0.8833333333333333,Ótimo,0.07692307692307693,4
2025-01-14,January 2025,Tuesday,M1,Torno CNC,Tarde,João Pereira,174.0,160,0.0,Sem parada,75.1,1.0,Ótimo,0.5524475524475524,1
2025-04-17,April 2025,Thursday,M4,Injetora,Noite,Não informado,193.0,200,0.0,Sem parada,96.3,0.965,Ótimo,0.6853146853146853,4
2025-06-09,June 2025,Monday,M2,Fresadora,Tarde,Pedro Santos,212.0,180,0.0,Sem parada,83.0,1.0,Ótimo,0.8181818181818182,6
2025-06-18,June 2025,Wednesday,M1,Torno CNC,Tarde,Pedro Santos,186.0,160,0.0,Sem parada,75.0,1.0,Ótimo,0.6363636363636364,6
2025-05-21,May 2025,Wednesday,M1,Torno CNC,Tarde,Pedro Santos,154.0,160,0.0,Sem parada,84.4,0.9625,Ótimo,0.4125874125874126,5
2025-03-19,March 2025,Wednesday,M2,Fresadora,Tarde,Pedro Santos,165.0,180,0.0,Sem parada,90.7,0.9166666666666666,Ótimo,0.48951048951048953,3
2025-02-11,February 2025,Tuesday,M4,Injetora,Tarde,Carlos Silva,213.0,200,0.0,Sem parada,97.5,1.0,Ótimo,0.8251748251748252,2
2025-03-20,March 2025,Thursday,M1,Torno CNC,Noite,João Pereira,128.0,160,53.0,Falha mecânica,80.9,0.8,Normal,0.23076923076923078,3
2025-06-11,June 2025,Wednesday,M2,Fresadora,Manhã,Maria Lima,195.0,180,0.0,Sem parada,83.1,1.0,Ótimo,0.6993006993006993,6
2025-05-08,May 2025,Thursday,M2,Fresadora,Noite,João Pereira,185.0,180,0.0,Sem parada,87.3,1.0,Ótimo,0.6293706293706294,5
2025-05-19,May 2025,Monday,M2,Fresadora,Tarde,Carlos Silva,177.0,180,0.0,Sem parada,76.8,0.9833333333333333,Ótimo,0.5734265734265734,5
2025-06-13,June 2025,Friday,M5,Solda Robotica,Manhã,João Pereira,140.0,120,0.0,Sem parada,78.0,1.0,Ótimo,0.3146853146853147,6
2025-02-24,February 2025,Monday,M4,Injetora,Noite,Não informado,177.0,200,0.0,Sem parada,86.8,0.885,Ótimo,0.5734265734265734,2
2025-06-09,June 2025,Monday,M5,Solda Robotica,Tarde,Maria Lima,128.0,120,0.0,Sem parada,71.0,1.0,Ótimo,0.23076923076923078,6
2025-06-26,June 2025,Thursday,M5,Solda Robotica,Noite,Carlos Silva,126.0,120,0.0,Sem parada,74.1,1.0,Ótimo,0.21678321678321677,6
2025-03-04,March 2025,Tuesday,M1,Torno CNC,Tarde,Pedro Santos,159.0,160,0.0,Sem parada,77.4,0.99375,Ótimo,0.44755244755244755,3
2025-02-11,February 2025,Tuesday,M1,Torno CNC,Tarde,Maria Lima,142.0,160,0.0,Sem parada,71.3,0.8875,Ótimo,0.32867132867132864,2
2025-06-17,June 2025,Tuesday,M4,Injetora,Noite,Pedro Santos,236.0,200,0.0,Sem parada,87.6,1.0,Ótimo,0.986013986013986,6
2025-02-05,February 2025,Wednesday,M1,Torno CNC,Tarde,João Pereira,143.0,160,13.0,Setup de máquina,80.3,0.89375,Ótimo,0.3356643356643357,2
2025-05-14,May 2025,Wednesday,M2,Fresadora,Manhã,Ana Souza,169.0,180,0.0,Sem parada,83.8,0.9388888888888889,Ótimo,0.5174825174825175,5
2025-04-01,April 2025,Tuesday,M2,Fresadora,Noite,Carlos Silva,162.0,180,0.0,Sem parada,87.5,0.9,Ótimo,0.46853146853146854,4
2025-04-21,April 2025,Monday,M1,Torno CNC,Manhã,Maria Lima,168.0,160,0.0,Sem parada,77.1,1.0,Ótimo,0.5104895104895105,4
2025-01-29,January 2025,Wednesday,M5,Solda Robotica,Noite,Carlos Silva,120.0,120,0.0,Sem parada,75.5,1.0,Ótimo,0.17482517482517482,1
2025-06-06,June 2025,Friday,M1,Torno CNC,Noite,Maria Lima,150.0,160,0.0,Sem parada,84.8,0.9375,Ótimo,0.38461538461538464,6
2025-02-11,February 2025,Tuesday,M3,Prensa Hidráulica,Tarde,Ana Souza,147.0,140,0.0,Sem parada,99.2,1.0,Ótimo,0.36363636363636365,2
2025-04-14,April 2025,Monday,M4,Injetora,Noite,Pedro Santos,214.0,200,0.0,Sem parada,92.7,1.0,Ótimo,0.8321678321678322,4
2025-01-30,January 2025,Thursday,M2,Fresadora,Tarde,Maria Lima,161.0,180,0.0,Sem parada,78.5,0.8944444444444445,Ótimo,0.46153846153846156,1
2025-01-27,January 2025,Monday,M4,Injetora,Noite,Maria Lima,213.0,200,0.0,Sem parada,93.4,1.0,Ótimo,0.8251748251748252,1
2025-03-06,March 2025,Thursday,M1,Torno CNC,Tarde,Maria Lima,187.0,160,0.0,Sem parada,72.0,1.0,Ótimo,0.6433566433566433,3
2025-05-14,May 2025,Wednesday,M1,Torno CNC,Manhã,João Pereira,146.0,160,21.0,Setup de máquina,79.2,0.9125,Ótimo,0.35664335664335667,5
2025-05-16,May 2025,Friday,M1,Torno CNC,Manhã,João Pereira,153.0,160,0.0,Sem parada,76.8,0.95625,Ótimo,0.40559440559440557,5
2025-02-10,February 2025,Monday,M2,Fresadora,Tarde,Pedro Santos,170.0,180,0.0,Sem parada,82.3,0.9444444444444444,Ótimo,0.5244755244755245,2
2025-02-20,February 2025,Thursday,M5,Solda Robotica,Tarde,Carlos Silva,114.0,120,42.0,Setup de máquina,64.7,0.95,Ótimo,0.13286713286713286,2
2025-02-25,February 2025,Tuesday,M4,Injetora,Manhã,João Pereira,208.0,200,0.0,Sem parada,90.2,1.0,Ótimo,0.7902097902097902,2
2025-06-26,June 2025,Thursday,M3,Prensa Hidráulica,Noite,Pedro Santos,124.0,140,48.0,Setup de máquina,91.1,0.8857142857142857,Ótimo,0.20279720279720279,6
2025-02-04,February 2025,Tuesday,M3,Prensa Hidráulica,Noite,Carlos Silva,133.0,140,32.0,Falha mecânica,94.9,0.95,Ótimo,0.26573426573426573,2
2025-06-05,June 2025,Thursday,M1,Torno CNC,Tarde,João Pereira,180.0,160,0.0,Sem parada,77.9,1.0,Ótimo,0.5944055944055944,6
2025-05-06,May 2025,Tuesday,M3,Prensa Hidráulica,Noite,Carlos Silva,145.0,140,0.0,Sem parada,82.3,1.0,Ótimo,0.34965034965034963,5
2025-02-27,February 2025,Thursday,M3,Prensa Hidráulica,Tarde,Não informado,132.0,140,0.0,Sem parada,83.9,0.9428571428571428,Ótimo,0.25874125874125875,2
2025-04-16,April 2025,Wednesday,M3,Prensa Hidráulica,Manhã,João Pereira,153.0,140,0.0,Sem parada,84.6,1.0,Ótimo,0.40559440559440557,4
2025-05-27,May 2025,Tuesday,M2,Fresadora,Tarde,Ana Souza,181.0,180,0.0,Sem parada,82.9,1.0,Ótimo,0.6013986013986014,5
2025-04-22,April 2025,Tuesday,M4,Injetora,Noite,Carlos Silva,176.0,200,0.0,Sem parada,91.7,0.88,Ótimo,0.5664335664335665,4
2025-01-22,January 2025,Wednesday,M1,Torno CNC,Noite,Pedro Santos,153.0,160,0.0,Sem parada,71.0,0.95625,Ótimo,0.40559440559440557,1
2025-04-10,April 2025,Thursday,M5,Solda Robotica,Noite,Pedro Santos,130.0,120,5.0,Falta de insumo,72.8,1.0,Ótimo,0.24475524475524477,4
2025-04-18,April 2025,Friday,M4,Injetora,Manhã,Ana Souza,211.0,200,0.0,Sem parada,99.2,1.0,Ótimo,0.8111888111888111,4
2025-04-30,April 2025,Wednesday,M3,Prensa Hidráulica,Noite,João Pereira,118.0,140,37.0,Falha mecânica,93.3,0.8428571428571429,Normal,0.16083916083916083,4
2025-06-25,June 2025,Wednesday,M2,Fresadora,Tarde,João Pereira,183.0,180,0.0,Sem parada,54.9,1.0,Ótimo,0.6153846153846154,6
2025-01-07,January 2025,Tuesday,M3,Prensa Hidráulica,Manhã,Ana Souza,128.0,140,0.0,Sem parada,92.4,0.9142857142857143,Ótimo,0.23076923076923078,1
2025-02-06,February 2025,Thursday,M2,Fresadora,Manhã,Não informado,192.0,180,0.0,Sem parada,87.3,1.0,Ótimo,0.6783216783216783,2
2025-02-24,February 2025,Monday,M4,Injetora,Manhã,Maria Lima,215.0,200,0.0,Sem parada,93.4,1.0,Ótimo,0.8391608391608392,2
2025-01-02,January 2025,Thursday,M4,Injetora,Manhã,Ana Souza,205.0,200,0.0,Sem parada,86.2,1.0,Ótimo,0.7692307692307693,1
2025-01-21,January 2025,Tuesday,M1,Torno CNC,Tarde,Maria Lima,156.0,160,0.0,Sem parada,79.9,0.975,Ótimo,0.42657342657342656,1
2025-05-20,May 2025,Tuesday,M1,Torno CNC,Noite,Carlos Silva,151.0,160,56.0,Manutenção preventiva,75.5,0.94375,Ótimo,0.3916083916083916,5
2025-01-14,January 2025,Tuesday,M4,Injetora,Manhã,Pedro Santos,204.0,200,0.0,Sem parada,91.9,1.0,Ótimo,0.7622377622377622,1
2025-02-19,February 2025,Wednesday,M4,Injetora,Noite,Carlos Silva,201.0,200,0.0,Sem parada,88.6,1.0,Ótimo,0.7412587412587412,2
2025-03-18,March 2025,Tuesday,M1,Torno CNC,Tarde,Ana Souza,171.0,160,0.0,Sem parada,71.7,1.0,Ótimo,0.5314685314685315,3
2025-04-25,April 2025,Friday,M3,Prensa Hidráulica,Manhã,Pedro Santos,131.0,140,0.0,Sem parada,83.1,0.9357142857142857,Ótimo,0.2517482517482518,4
2025-04-08,April 2025,Tuesday,M1,Torno CNC,Noite,Maria Lima,152.0,160,0.0,Sem parada,73.4,0.95,Ótimo,0.3986013986013986,4
2025-01-08,January 2025,Wednesday,M4,Injetora,Tarde,João Pereira,185.0,200,0.0,Sem parada,90.9,0.925,Ótimo,0.6293706293706294,1
2025-06-12,June 2025,Thursday,M3,Prensa Hidráulica,Manhã,Maria Lima,145.0,140,0.0,Sem parada,87.3,1.0,Ótimo,0.34965034965034963,6
2025-01-27,January 2025,Monday,M1,Torno CNC,Noite,Pedro Santos,128.0,160,0.0,Sem parada,71.0,0.8,Normal,0.23076923076923078,1
2025-03-31,March 2025,Monday,M3,Prensa Hidráulica,Tarde,Maria Lima,138.0,140,0.0,Sem parada,92.2,0.9857142857142858,Ótimo,0.3006993006993007,3
2025-06-13,June 2025,Friday,M5,Solda Robotica,Tarde,Ana Souza,126.0,120,0.0,Sem parada,65.9,1.0,Ótimo,0.21678321678321677,6
2025-06-13,June 2025,Friday,M1,Torno CNC,Manhã,Ana Souza,166.0,160,26.0,Setup de máquina,70.6,1.0,Ótimo,0.4965034965034965,6
2025-04-08,April 2025,Tuesday,M1,Torno CNC,Tarde,João Pereira,161.0,160,0.0,Sem parada,76.0,1.0,Ótimo,0.46153846153846156,4
2025-06-19,June 2025,Thursday,M4,Injetora,Manhã,Maria Lima,212.0,200,0.0,Sem parada,92.8,1.0,Ótimo,0.8181818181818182,6
2025-02-28,February 2025,Friday,M1,Torno CNC,Manhã,Carlos Silva,167.0,160,0.0,Sem parada,75.4,1.0,Ótimo,0.5034965034965035,2
2025-04-02,April 2025,Wednesday,M4,Injetora,Manhã,João Pereira,196.0,200,0.0,Sem parada,100.7,0.98,Ótimo,0.7062937062937062,4
2025-05-07,May 2025,Wednesday,M1,Torno CNC,Tarde,Maria Lima,185.0,160,0.0,Sem parada,80.1,1.0,Ótimo,0.6293706293706294,5
2025-06-18,June 2025,Wednesday,M4,Injetora,Tarde,Maria Lima,178.0,200,0.0,Sem parada,96.8,0.89,Ótimo,0.5804195804195804,6
2025-04-07,April 2025,Monday,M4,Injetora,Tarde,Maria Lima,213.0,200,0.0,Sem parada,94.3,1.0,Ótimo,0.8251748251748252,4
2025-05-05,May 2025,Monday,M2,Fresadora,Tarde,Pedro Santos,180.0,180,0.0,Sem parada,89.5,1.0,Ótimo,0.5944055944055944,5
2025-04-14,April 2025,Monday,M4,Injetora,Tarde,Maria Lima,179.0,200,0.0,Sem parada,98.0,0.895,Ótimo,0.5874125874125874,4
2025-02-04,February 2025,Tuesday,M1,Torno CNC,Noite,João Pereira,162.0,160,0.0,Sem parada,74.1,1.0,Ótimo,0.46853146853146854,2
2025-05-27,May 2025,Tuesday,M1,Torno CNC,Tarde,Pedro Santos,166.0,160,0.0,Sem parada,73.2,1.0,Ótimo,0.4965034965034965,5
2025-04-15,April 2025,Tuesday,M2,Fresadora,Manhã,Maria Lima,200.0,180,0.0,Sem parada,82.0,1.0,Ótimo,0.7342657342657343,4
2025-04-07,April 2025,Monday,M3,Prensa Hidráulica,Manhã,Ana Souza,132.0,140,0.0,Sem parada,88.5,0.9428571428571428,Ótimo,0.25874125874125875,4
2025-04-21,April 2025,Monday,M3,Prensa Hidráulica,Tarde,Maria Lima,153.0,140,0.0,Sem parada,91.3,1.0,Ótimo,0.40559440559440557,4
2025-05-02,May 2025,Friday,M1,Torno CNC,Noite,João Pereira,167.0,160,0.0,Sem parada,78.3,1.0,Ótimo,0.5034965034965035,5
2025-06-13,June 2025,Friday,M2,Fresadora,Noite,João Pereira,187.0,180,0.0,Sem parada,72.5,1.0,Ótimo,0.6433566433566433,6
2025-03-04,March 2025,Tuesday,M2,Fresadora,Noite,Maria Lima,202.0,180,0.0,Sem parada,91.1,1.0,Ótimo,0.7482517482517482,3
2025-02-04,February 2025,Tuesday,M2,Fresadora,Tarde,Maria Lima,172.0,180,0.0,Sem parada,81.1,0.9555555555555556,Ótimo,0.5384615384615384,2
2025-01-08,January 2025,Wednesday,M1,Torno CNC,Noite,João Pereira,163.0,160,0.0,Sem parada,71.4,1.0,Ótimo,0.4755244755244755,1
2025-01-02,January 2025,Thursday,M5,Solda Robotica,Manhã,Carlos Silva,129.0,120,0.0,Sem parada,74.7,1.0,Ótimo,0.23776223776223776,1
2025-05-26,May 2025,Monday,M5,Solda Robotica,Tarde,Ana Souza,118.0,120,0.0,Sem parada,66.2,0.9833333333333333,Ótimo,0.16083916083916083,5
2025-02-19,February 2025,Wednesday,M1,Torno CNC,Manhã,Ana Souza,149.0,160,9.0,Falha mecânica,77.0,0.93125,Ótimo,0.3776223776223776,2
2025-06-16,June 2025,Monday,M3,Prensa Hidráulica,Manhã,Ana Souza,143.0,140,0.0,Sem parada,102.6,1.0,Ótimo,0.3356643356643357,6
2025-01-06,January 2025,Monday,M4,Injetora,Tarde,Maria Lima,169.0,200,0.0,Sem parada,117.85,0.845,Normal,0.5174825174825175,1
2025-02-28,February 2025,Friday,M3,Prensa Hidráulica,Noite,Carlos Silva,165.0,140,0.0,Sem parada,92.0,1.0,Ótimo,0.48951048951048953,2
2025-01-29,January 2025,Wednesday,M1,Torno CNC,Noite,Ana Souza,165.0,160,0.0,Sem parada,84.4,1.0,Ótimo,0.48951048951048953,1
2025-03-07,March 2025,Friday,M5,Solda Robotica,Tarde,Carlos Silva,117.0,120,0.0,Sem parada,78.0,0.975,Ótimo,0.15384615384615385,3
2025-02-27,February 2025,Thursday,M4,Injetora,Manhã,Pedro Santos,203.0,200,0.0,Sem parada,87.2,1.0,Ótimo,0.7552447552447552,2
2025-01-01,January 2025,Wednesday,M3,Prensa Hidráulica,Tarde,João Pereira,120.0,140,0.0,Sem parada,87.2,0.8571428571428571,Ótimo,0.17482517482517482,1
2025-03-17,March 2025,Monday,M3,Prensa Hidráulica,Noite,Pedro Santos,141.0,140,0.0,Sem parada,98.1,1.0,Ótimo,0.32167832167832167,3
2025-01-31,January 2025,Friday,M3,Prensa Hidráulica,Manhã,João Pereira,136.0,140,0.0,Sem parada,88.1,0.9714285714285714,Ótimo,0.2867132867132867,1
2025-01-06,January 2025,Monday,M1,Torno CNC,Noite,Carlos Silva,154.0,160,0.0,Sem parada,67.7,0.9625,Ótimo,0.4125874125874126,1
2025-05-14,May 2025,Wednesday,M3,Prensa Hidráulica,Manhã,Maria Lima,121.0,140,22.0,Manutenção preventiva,93.4,0.8642857142857143,Ótimo,0.18181818181818182,5
2025-01-10,January 2025,Friday,M1,Torno CNC,Tarde,Maria Lima,172.0,160,0.0,Sem parada,78.3,1.0,Ótimo,0.5384615384615384,1
2025-02-03,February 2025,Monday,M2,Fresadora,Tarde,João Pereira,193.0,180,0.0,Sem parada,84.1,1.0,Ótimo,0.6853146853146853,2
2025-01-22,January 2025,Wednesday,M5,Solda Robotica,Tarde,Carlos Silva,125.0,120,0.0,Sem parada,47.849999999999994,1.0,Ótimo,0.2097902097902098,1
2025-01-21,January 2025,Tuesday,M2,Fresadora,Manhã,João Pereira,166.0,180,0.0,Sem parada,88.4,0.9222222222222223,Ótimo,0.4965034965034965,1
2025-04-23,April 2025,Wednesday,M4,Injetora,Tarde,Ana Souza,216.0,200,0.0,Sem parada,100.8,1.0,Ótimo,0.8461538461538461,4
2025-05-12,May 2025,Monday,M4,Injetora,Tarde,Pedro Santos,198.0,200,0.0,Sem parada,91.8,0.99,Ótimo,0.7202797202797203,5
2025-03-14,March 2025,Friday,M5,Solda Robotica,Tarde,Pedro Santos,121.0,120,0.0,Sem parada,68.2,1.0,Ótimo,0.18181818181818182,3
2025-04-11,April 2025,Friday,M2,Fresadora,Tarde,João Pereira,176.0,180,0.0,Sem parada,87.3,0.9777777777777777,Ótimo,0.5664335664335665,4
2025-06-02,June 2025,Monday,M1,Torno CNC,Manhã,João Pereira,160.0,160,0.0,Sem parada,89.3,1.0,Ótimo,0.45454545454545453,6
2025-02-18,February 2025,Tuesday,M5,Solda Robotica,Tarde,João Pereira,126.0,120,0.0,Sem parada,62.1,1.0,Ótimo,0.21678321678321677,2
2025-01-22,January 2025,Wednesday,M3,Prensa Hidráulica,Tarde,Maria Lima,138.0,140,0.0,Sem parada,88.9,0.9857142857142858,Ótimo,0.3006993006993007,1
2025-02-28,February 2025,Friday,M5,Solda Robotica,Noite,Carlos Silva,109.0,120,0.0,Sem parada,59.2,0.9083333333333333,Ótimo,0.0979020979020979,2
2025-06-30,June 2025,Monday,M5,Solda Robotica,Tarde,João Pereira,114.0,120,34.0,Falta de insumo,78.3,0.95,Ótimo,0.13286713286713286,6
2025-02-19,February 2025,Wednesday,M3,Prensa Hidráulica,Noite,João Pereira,125.0,140,0.0,Sem parada,95.8,0.8928571428571429,Ótimo,0.2097902097902098,2
2025-05-16,May 2025,Friday,M2,Fresadora,Noite,João Pereira,169.0,180,0.0,Sem parada,88.7,0.9388888888888889,Ótimo,0.5174825174825175,5
2025-02-26,February 2025,Wednesday,M2,Fresadora,Manhã,Maria Lima,169.0,180,0.0,Sem parada,81.7,0.9388888888888889,Ótimo,0.5174825174825175,2
2025-04-18,April 2025,Friday,M5,Solda Robotica,Noite,Maria Lima,120.0,120,0.0,Sem parada,66.7,1.0,Ótimo,0.17482517482517482,4
2025-06-09,June 2025,Monday,M3,Prensa Hidráulica,Manhã,Pedro Santos,142.0,140,0.0,Sem parada,89.5,1.0,Ótimo,0.32867132867132864,6
2025-01-07,January 2025,Tuesday,M1,Torno CNC,Manhã,Pedro Santos,170.0,160,0.0,Sem parada,47.849999999999994,1.0,Ótimo,0.5244755244755245,1
2025-05-27,May 2025,Tuesday,M4,Injetora,Noite,Pedro Santos,198.0,200,0.0,Sem parada,92.0,0.99,Ótimo,0.7202797202797203,5
2025-01-09,January 2025,Thursday,M1,Torno CNC,Noite,Maria Lima,159.0,160,0.0,Sem parada,78.6,0.99375,Ótimo,0.44755244755244755,1
2025-03-04,March 2025,Tuesday,M3,Prensa Hidráulica,Manhã,João Pereira,137.0,140,0.0,Sem parada,97.5,0.9785714285714285,Ótimo,0.2937062937062937,3
2025-01-27,January 2025,Monday,M4,Injetora,Tarde,Ana Souza,204.0,200,0.0,Sem parada,105.4,1.0,Ótimo,0.7622377622377622,1
2025-04-10,April 2025,Thursday,M4,Injetora,Tarde,Maria Lima,197.0,200,0.0,Sem parada,103.3,0.985,Ótimo,0.7132867132867133,4
2025-02-03,February 2025,Monday,M5,Solda Robotica,Noite,Carlos Silva,116.0,120,0.0,Sem parada,69.7,0.9666666666666667,Ótimo,0.14685314685314685,2
2025-04-11,April 2025,Friday,M4,Injetora,Tarde,Maria Lima,196.0,200,0.0,Sem parada,93.2,0.98,Ótimo,0.7062937062937062,4
