data,mes,dia_semana,maquina,tipo_maquina,turno,operador,producao,capacidade_maxima,tempo_parado_min,motivo_parada,temperatura_celsius
11/02/2025,February 2025,Tuesday,M1,Torno CNC,Tarde,Maria Lima,142.0,160,0,Sem parada,71.3
17/06/2025,June 2025,Tuesday,M4,Injetora,Noite,Pedro Santos,236.0,200,0,Sem parada,87.6
05/02/2025,February 2025,Wednesday,M1,Torno CNC,Tarde,João Pereira,143.0,160,13,Setup de máquina,80.3
14/05/2025,May 2025,Wednesday,M2,Fresadora,Manhã,Ana Souza,169.0,180,0,Sem parada,83.8
01/04/2025,April 2025,Tuesday,M2,Fresadora,Noite,Carlos Silva,162.0,180,0,Sem parada,87.5
21/04/2025,April 2025,Monday,M1,Torno CNC,Manhã,Maria Lima,168.0,160,0,Sem parada,77.1
29/01/2025,January 2025,Wednesday,M5,Solda Robotica,Noite,Carlos Silva,120.0,120,0,Sem parada,75.5
06/06/2025,June 2025,Friday,M1,Torno CNC,Noite,Maria Lima,150.0,160,0,Sem parada,84.8
11/02/2025,February 2025,Tuesday,M3,Prensa Hidráulica,Tarde,Ana Souza,147.0,140,0,Sem parada,99.2
14/04/2025,April 2025,Monday,M4,Injetora,Noite,Pedro Santos,214.0,200,0,Sem parada,92.7
30/01/2025,January 2025,Thursday,M2,Fresadora,Tarde,Maria Lima,161.0,180,0,Sem parada,78.5
27/01/2025,January 2025,Monday,M4,Injetora,Noite,Maria Lima,213.0,200,0,Sem parada,93.4
06/03/2025,March 2025,Thursday,M1,Torno CNC,Tarde,Maria Lima,187.0,160,0,Sem parada,72.0
14/05/2025,May 2025,Wednesday,M1,Torno CNC,Manhã,João Pereira,146.0,160,21,Setup de máquina,79.2
16/05/2025,May 2025,Friday,M1,Torno CNC,Manhã,João Pereira,153.0,160,0,Sem parada,76.8
10/02/2025,February 2025,Monday,M2,Fresadora,Tarde,Pedro Santos,170.0,180,0,Sem parada,82.3
20/02/2025,February 2025,Thursday,M5,Solda Robotica,Tarde,Carlos Silva,114.0,120,42,Setup de máquina,64.7
25/02/2025,February 2025,Tuesday,M4,Injetora,Manhã,João Pereira,208.0,200,0,Sem parada,90.2
26/06/2025,June 2025,Thursday,M3,Prensa Hidráulica,Noite,Pedro Santos,124.0,140,48,Setup de máquina,91.1
04/02/2025,February 2025,Tuesday,M3,Prensa Hidráulica,Noite,Carlos Silva,133.0,140,32,Falha mecânica,94.9
05/06/2025,June 2025,Thursday,M1,Torno CNC,Tarde,João Pereira,180.0,160,0,Sem parada,77.9
06/05/2025,May 2025,Tuesday,M3,Prensa Hidráulica,Noite,Carlos Silva,145.0,140,0,Sem parada,82.3
27/02/2025,February 2025,Thursday,M3,Prensa Hidráulica,Tarde,,132.0,140,0,Sem parada,83.9
16/04/2025,April 2025,Wednesday,M3,Prensa Hidráulica,Manhã,João Pereira,153.0,140,0,Sem parada,84.6
27/05/2025,May 2025,Tuesday,M2,Fresadora,Tarde,Ana Souza,181.0,180,0,Sem parada,82.9
22/04/2025,April 2025,Tuesday,M4,Injetora,Noite,Carlos Silva,176.0,200,0,Sem parada,91.7
22/01/2025,January 2025,Wednesday,M1,Torno CNC,Noite,Pedro Santos,153.0,160,0,Sem parada,71.0
10/04/2025,April 2025,Thursday,M5,Solda Robotica,Noite,Pedro Santos,130.0,120,5,Falta de insumo,72.8
18/04/2025,April 2025,Friday,M4,Injetora,Manhã,Ana Souza,211.0,200,0,Sem parada,99.2
30/04/2025,April 2025,Wednesday,M3,Prensa Hidráulica,Noite,João Pereira,118.0,140,37,Falha mecânica,93.3
25/06/2025,June 2025,Wednesday,M2,Fresadora,Tarde,João Pereira,183.0,180,0,Sem parada,54.9
07/01/2025,January 2025,Tuesday,M3,Prensa Hidráulica,Manhã,Ana Souza,128.0,140,0,Sem parada,92.4
06/02/2025,February 2025,Thursday,M2,Fresadora,Manhã,,192.0,180,0,Sem parada,87.3
24/02/2025,February 2025,Monday,M4,Injetora,Manhã,Maria Lima,215.0,200,0,Sem parada,93.4
02/01/2025,January 2025,Thursday,M4,Injetora,Manhã,Ana Souza,205.0,200,0,Sem parada,86.2
21/01/2025,January 2025,Tuesday,M1,Torno CNC,Tarde,Maria Lima,156.0,160,0,Sem parada,79.9
20/05/2025,May 2025,Tuesday,M1,Torno CNC,Noite,Carlos Silva,151.0,160,56,Manutenção preventiva,75.5
14/01/2025,January 2025,Tuesday,M4,Injetora,Manhã,Pedro Santos,204.0,200,0,Sem parada,91.9
19/02/2025,February 2025,Wednesday,M4,Injetora,Noite,Carlos Silva,201.0,200,0,Sem parada,88.6
18/03/2025,March 2025,Tuesday,M1,Torno CNC,Tarde,Ana Souza,171.0,160,0,Sem parada,71.7
25/04/2025,April 2025,Friday,M3,Prensa Hidráulica,Manhã,Pedro Santos,131.0,140,0,Sem parada,83.1
08/04/2025,April 2025,Tuesday,M1,Torno CNC,Noite,Maria Lima,152.0,160,0,Sem parada,73.4
08/01/2025,January 2025,Wednesday,M4,Injetora,Tarde,João Pereira,185.0,200,0,Sem parada,90.9
12/06/2025,June 2025,Thursday,M3,Prensa Hidráulica,Manhã,Maria Lima,145.0,140,0,Sem parada,87.3
27/01/2025,January 2025,Monday,M1,Torno CNC,Noite,Pedro Santos,128.0,160,0,Sem parada,71.0
31/03/2025,March 2025,Monday,M3,Prensa Hidráulica,Tarde,Maria Lima,138.0,140,0,Sem parada,92.2
13/06/2025,June 2025,Friday,M5,Solda Robotica,Tarde,Ana Souza,126.0,120,0,Sem parada,65.9
13/06/2025,June 2025,Friday,M1,Torno CNC,Manhã,Ana Souza,166.0,160,26,Setup de máquina,70.6
08/04/2025,April 2025,Tuesday,m1,Torno CNC,Tarde,João Pereira,161.0,160,0,Sem parada,76.0
19/06/2025,June 2025,Thursday,M4,Injetora,Manhã,Maria Lima,212.0,200,-3,Sem parada,92.8
28/02/2025,February 2025,Friday,M1,Torno CNC,Manhã,Carlos Silva,167.0,160,0,Sem parada,75.4
02/04/2025,April 2025,Wednesday,M4,Injetora,Manhã,João Pereira,196.0,200,0,Sem parada,100.7
07/05/2025,May 2025,Wednesday,M1,Torno CNC,Tarde,Maria Lima,185.0,160,0,Sem parada,80.1
18/06/2025,June 2025,Wednesday,M4,Injetora,Tarde,Maria Lima,178.0,200,0,Sem parada,96.8
07/04/2025,April 2025,Monday,M4,Injetora,Tarde,Maria Lima,213.0,200,0,Sem parada,94.3
05/05/2025,May 2025,Monday,M2,Fresadora,Tarde,Pedro Santos,180.0,180,0,Sem parada,89.5
14/04/2025,April 2025,Monday,M4,Injetora,Tarde,Maria Lima,179.0,200,0,Sem parada,98.0
04/02/2025,February 2025,Tuesday,M1,Torno CNC,Noite,João Pereira,162.0,160,0,Sem parada,74.1
27/05/2025,May 2025,Tuesday,M1,Torno CNC,Tarde,Pedro Santos,166.0,160,0,Sem parada,73.2
15/04/2025,April 2025,Tuesday,M2,Fresadora,Manhã,Maria Lima,200.0,180,0,Sem parada,82.0
07/04/2025,April 2025,Monday,M3,Prensa Hidráulica,Manhã,Ana Souza,132.0,140,0,Sem parada,88.5
21/04/2025,April 2025,Monday,M3,Prensa Hidráulica,Tarde,Maria Lima,153.0,140,0,Sem parada,91.3
02/05/2025,May 2025,Friday,M1,Torno CNC,Noite,João Pereira,167.0,160,0,Sem parada,78.3
13/06/2025,June 2025,Friday,M2,Fresadora,Noite,João Pereira,187.0,180,0,Sem parada,72.5
04/03/2025,March 2025,Tuesday,M2,Fresadora,Noite,Maria Lima,202.0,180,0,Sem parada,91.1
04/02/2025,February 2025,Tuesday,M2,Fresadora,Tarde,Maria Lima,172.0,180,0,Sem parada,81.1
08/01/2025,January 2025,Wednesday,M1,Torno CNC,Noite,João Pereira,163.0,160,0,Sem parada,71.4
02/01/2025,January 2025,Thursday,M5,Solda Robotica,Manhã,Carlos Silva,129.0,120,0,Sem parada,74.7
26/05/2025,May 2025,Monday,M5,Solda Robotica,Tarde,Ana Souza,118.0,120,0,Sem parada,66.2
19/02/2025,February 2025,Wednesday,M1,Torno CNC,Manhã,Ana Souza,149.0,160,9,Falha mecânica,77.0
16/06/2025,June 2025,Monday,M3,Prensa Hidráulica,Manhã,Ana Souza,143.0,140,0,Sem parada,102.6
06/01/2025,January 2025,Monday,M4,Injetora,Tarde,Maria Lima,169.0,200,0,Sem parada,134.9
28/02/2025,February 2025,Friday,M3,Prensa Hidráulica,Noite,Carlos Silva,165.0,140,0,Sem parada,92.0
29/01/2025,January 2025,Wednesday,M1,Torno CNC,Noite,Ana Souza,165.0,160,0,Sem parada,84.4
07/03/2025,March 2025,Friday,M5,Solda Robotica,Tarde,Carlos Silva,117.0,120,-3,Sem parada,78.0
27/02/2025,February 2025,Thursday,M4,Injetora,Manhã,Pedro Santos,203.0,200,0,Sem parada,87.2
01/01/2025,January 2025,Wednesday,M3,Prensa Hidráulica,Tarde,João Pereira,120.0,140,0,Sem parada,87.2
17/03/2025,March 2025,Monday,M3,Prensa Hidráulica,Noite,Pedro Santos,141.0,140,0,Sem parada,98.1
31/01/2025,January 2025,Friday,M3,Prensa Hidráulica,Manhã,João Pereira,136.0,140,0,Sem parada,88.1
06/01/2025,January 2025,Monday,M1,Torno CNC,Noite,Carlos Silva,154.0,160,0,Sem parada,67.7
14/05/2025,May 2025,Wednesday,M3,Prensa Hidráulica,Manhã,Maria Lima,121.0,140,22,Manutenção preventiva,93.4
10/01/2025,January 2025,Friday,M1,Torno CNC,Tarde,Maria Lima,172.0,160,0,Sem parada,78.3
03/02/2025,February 2025,Monday,M2,Fresadora,Tarde,João Pereira,193.0,180,0,Sem parada,84.1
22/01/2025,January 2025,Wednesday,M5,Solda Robotica,Tarde,Carlos Silva,125.0,120,0,Sem parada,41.6
21/01/2025,January 2025,Tuesday,M2,Fresadora,Manhã,João Pereira,166.0,180,0,Sem parada,88.4
23/04/2025,April 2025,Wednesday,M4,Injetora,Tarde,Ana Souza,216.0,200,0,Sem parada,100.8
12/05/2025,May 2025,Monday,M4,Injetora,Tarde,Pedro Santos,198.0,200,0,Sem parada,91.8
14/03/2025,March 2025,Friday,M5,Solda Robotica,Tarde,Pedro Santos,121.0,120,0,Sem parada,68.2
11/04/2025,April 2025,Friday,M2,Fresadora,Tarde,João Pereira,176.0,180,0,Sem parada,87.3
02/06/2025,June 2025,Monday,M1,Torno CNC,Manhã,João Pereira,160.0,160,0,Sem parada,89.3
18/02/2025,February 2025,Tuesday,M5,Solda Robotica,Tarde,João Pereira,126.0,120,0,Sem parada,62.1
22/01/2025,January 2025,Wednesday,M3,Prensa Hidráulica,Tarde,Maria Lima,138.0,140,0,Sem parada,88.9
28/02/2025,February 2025,Friday,M5,Solda Robotica,Noite,Carlos Silva,109.0,120,0,Sem parada,59.2
30/06/2025,June 2025,Monday,M5,Solda Robotica,Tarde,João Pereira,114.0,120,34,Falta de insumo,78.3
19/02/2025,February 2025,Wednesday,M3,Prensa Hidráulica,Noite,João Pereira,125.0,140,0,Sem parada,95.8
16/05/2025,May 2025,Friday,M2,Fresadora,Noite,João Pereira,169.0,180,0,Sem parada,88.7
26/02/2025,February 2025,Wednesday,M2,Fresadora,Manhã,Maria Lima,169.0,180,0,Sem parada,81.7
18/04/2025,April 2025,Friday,M5,Solda Robotica,Noite,Maria Lima,120.0,120,0,Sem parada,66.7
09/06/2025,June 2025,Monday,M3,Prensa Hidráulica,Manhã,Pedro Santos,142.0,140,0,Sem parada,89.5
07/01/2025,January 2025,Tuesday,M1,Torno CNC,Manhã,Pedro Santos,170.0,160,0,Sem parada,40.5
27/05/2025,May 2025,Tuesday,M4,Injetora,Noite,Pedro Santos,198.0,200,0,Sem parada,92.0
09/01/2025,January 2025,Thursday,M1,Torno CNC,Noite,Maria Lima,,160,0,Sem parada,78.6
04/03/2025,March 2025,Tuesday,M3,Prensa Hidráulica,Manhã,João Pereira,137.0,140,0,Sem parada,97.5
27/01/2025,January 2025,Monday,M4,Injetora,Tarde,Ana Souza,204.0,200,0,Sem parada,105.4
10/04/2025,April 2025,Thursday,M4,Injetora,Tarde,Maria Lima,197.0,200,0,Sem parada,103.3
03/02/2025,February 2025,Monday,M5,Solda Robotica,Noite,Carlos Silva,116.0,120,0,Sem parada,69.7
11/04/2025,April 2025,Friday,M4,Injetora,Tarde,Maria Lima,196.0,200,0,Sem parada,93.2
30/06/2025,June 2025,Monday,M4,Injetora,Tarde,João Pereira,192.0,200,0,Sem parada,91.1
20/03/2025,March 2025,Thursday,M3,Prensa Hidráulica,Tarde,Ana Souza,141.0,140,-3,Sem parada,99.7
05/05/2025,May 2025,Monday,M4,Injetora,Manhã,Ana Souza,202.0,200,0,Sem parada,97.8
10/01/2025,January 2025,Friday,M2,Fresadora,Noite,Pedro Santos,213.0,180,-4,Sem parada,75.7
03/01/2025,January 2025,Friday,M5,Solda Robotica,Manhã,,112.0,120,0,Sem parada,67.5
13/01/2025,January 2025,Monday,M2,Fresadora,Noite,Maria Lima,161.0,180,0,Sem parada,89.6
20/01/2025,January 2025,Monday,M4,Injetora,Manhã,Carlos Silva,201.0,200,0,Sem parada,97.6
06/01/2025,January 2025,Monday,M3,Prensa Hidráulica,Tarde,Maria Lima,138.0,140,0,Sem parada,92.0
20/02/2025,February 2025,Thursday,M2,Fresadora,Noite,Ana Souza,178.0,180,0,Sem parada,84.8
07/01/2025,January 2025,Tuesday,M3,Prensa Hidráulica,Noite,Pedro Santos,,140,0,Sem parada,88.4
25/06/2025,June 2025,Wednesday,M3,Prensa Hidráulica,Manhã,Carlos Silva,130.0,140,0,Sem parada,94.1
20/05/2025,May 2025,Tuesday,M5,Solda Robotica,Manhã,Carlos Silva,110.0,120,0,Sem parada,70.4
17/01/2025,January 2025,Friday,M2,Fresadora,Manhã,Ana Souza,183.0,180,0,Sem parada,85.1
14/01/2025,January 2025,Tuesday,M1,Torno CNC,Noite,Pedro Santos,147.0,160,0,Sem parada,77.3
25/03/2025,March 2025,Tuesday,M5,Solda Robotica,Noite,Maria Lima,130.0,120,0,Sem parada,70.1
17/03/2025,March 2025,Monday,M1,Torno CNC,Tarde,Pedro Santos,165.0,160,0,Sem parada,79.5
13/01/2025,January 2025,Monday,M5,Solda Robotica,Manhã,Ana Souza,117.0,120,0,Sem parada,63.8
08/01/2025,January 2025,Wednesday,M2,Fresadora,Noite,Carlos Silva,165.0,180,0,Sem parada,88.9
20/05/2025,May 2025,Tuesday,M3,Prensa Hidráulica,Manhã,Ana Souza,148.0,140,0,Sem parada,91.4
20/02/2025,February 2025,Thursday,M1,Torno CNC,Tarde,Carlos Silva,155.0,160,0,Sem parada,85.4
26/05/2025,May 2025,Monday,M1,Torno CNC,Manhã,Ana Souza,136.0,160,0,Sem parada,78.8
02/04/2025,April 2025,Wednesday,M3,Prensa Hidráulica,Noite,Ana Souza,137.0,140,0,Sem parada,89.2
16/01/2025,January 2025,Thursday,M1,Torno CNC,Manhã,,159.0,160,0,Sem parada,70.5
23/01/2025,January 2025,Thursday,M3,Prensa Hidráulica,Noite,Maria Lima,128.0,140,0,Sem parada,89.0
11/02/2025,February 2025,Tuesday,M4,Injetora,Noite,Pedro Santos,217.0,200,0,Sem parada,100.8
12/05/2025,May 2025,Monday,M3,Prensa Hidráulica,Tarde,Carlos Silva,138.0,140,0,Sem parada,81.1
21/03/2025,March 2025,Friday,M2,Fresadora,Manhã,Pedro Santos,184.0,180,0,Sem parada,86.0
02/06/2025,June 2025,Monday,M5,Solda Robotica,Noite,Carlos Silva,122.0,120,0,Sem parada,73.2
09/01/2025,January 2025,Thursday,M3,Prensa Hidráulica,Tarde,Carlos Silva,141.0,140,-4,Sem parada,91.9
27/06/2025,June 2025,Friday,M2,Fresadora,Manhã,João Pereira,174.0,180,0,Sem parada,84.4
11/03/2025,March 2025,Tuesday,M1,Torno CNC,Noite,Ana Souza,149.0,160,0,Sem parada,78.2
23/04/2025,April 2025,Wednesday,M4,Injetora,Noite,Carlos Silva,196.0,200,-5,Sem parada,94.8
09/01/2025,January 2025,Thursday,M5,Solda Robotica,Manhã,Pedro Santos,106.0,120,0,Sem parada,65.3
10/02/2025,February 2025,Monday,M5,Solda Robotica,Noite,Ana Souza,,120,0,Sem parada,80.1
07/01/2025,January 2025,Tuesday,M5,Solda Robotica,Noite,João Pereira,125.0,120,0,Sem parada,71.5
11/06/2025,June 2025,Wednesday,M4,Injetora,Tarde,João Pereira,198.0,200,0,Sem parada,94.6
18/04/2025,April 2025,Friday,M3,Prensa Hidráulica,Manhã,Pedro Santos,135.0,140,32,Falha mecânica,98.4
27/03/2025,March 2025,Thursday,M2,Fresadora,Manhã,João Pereira,163.0,180,0,Sem parada,85.5
04/06/2025,June 2025,Wednesday,M3,Prensa Hidráulica,Noite,Carlos Silva,139.0,140,0,Sem parada,85.1
30/05/2025,May 2025,Friday,M5,Solda Robotica,Noite,João Pereira,121.0,120,0,Sem parada,74.7
16/06/2025,June 2025,Monday,M2,Fresadora,Noite,Carlos Silva,172.0,180,0,Sem parada,77.2
12/03/2025,March 2025,Wednesday,M5,Solda Robotica,Manhã,Pedro Santos,106.0,120,41,Falta de insumo,75.4
02/04/2025,April 2025,Wednesday,M5,Solda Robotica,Noite,Maria Lima,109.0,120,15,Setup de máquina,72.0
05/02/2025,February 2025,Wednesday,M5,Solda Robotica,Tarde,Maria Lima,109.0,120,16,Manutenção preventiva,68.8
22/01/2025,January 2025,Wednesday,M4,Injetora,Tarde,Carlos Silva,195.0,200,0,Sem parada,83.5
16/05/2025,May 2025,Friday,M2,Fresadora,Manhã,João Pereira,177.0,180,0,Sem parada,88.3
24/01/2025,January 2025,Friday,M5,Solda Robotica,Manhã,João Pereira,113.0,120,0,Sem parada,70.2
03/06/2025,June 2025,Tuesday,M4,Injetora,Noite,Pedro Santos,220.0,200,0,Sem parada,96.7
10/01/2025,January 2025,Friday,M5,Solda Robotica,Manhã,Maria Lima,140.0,120,0,Sem parada,73.2
26/05/2025,May 2025,Monday,M4,Injetora,Noite,João Pereira,195.0,200,0,Sem parada,89.0
04/03/2025,March 2025,Tuesday,M5,Solda Robotica,Tarde,Ana Souza,95.0,120,0,Sem parada,74.7
23/01/2025,January 2025,Thursday,M4,Injetora,Manhã,João Pereira,185.0,200,0,Sem parada,88.1
12/05/2025,May 2025,Monday,M4,Injetora,Manhã,Carlos Silva,214.0,200,0,Sem parada,92.3
30/06/2025,June 2025,Monday,M4,Injetora,Manhã,João Pereira,188.0,200,0,Sem parada,94.0
09/01/2025,January 2025,Thursday,M2,Fresadora,Tarde,Carlos Silva,167.0,180,0,Sem parada,77.4
03/01/2025,January 2025,Friday,M2,Fresadora,Manhã,Pedro Santos,178.0,180,0,Sem parada,90.0
27/05/2025,May 2025,Tuesday,M5,Solda Robotica,Tarde,Ana Souza,113.0,120,0,Sem parada,66.4
30/05/2025,May 2025,Friday,M4,Injetora,Noite,Ana Souza,182.0,200,0,Sem parada,104.6
11/02/2025,February 2025,Tuesday,M5,Solda Robotica,Tarde,Maria Lima,118.0,120,0,Sem parada,70.7
07/03/2025,March 2025,Friday,M4,Injetora,Noite,Maria Lima,213.0,200,0,Sem parada,92.1
06/05/2025,May 2025,Tuesday,M1,Torno CNC,Tarde,João Pereira,163.0,160,0,Sem parada,72.3
16/05/2025,May 2025,Friday,M5,Solda Robotica,Noite,Maria Lima,104.0,120,0,Sem parada,68.0
01/01/2025,January 2025,Wednesday,M1,Torno CNC,Manhã,Carlos Silva,166.0,160,0,Sem parada,74.3
30/05/2025,May 2025,Friday,M3,Prensa Hidráulica,Noite,Carlos Silva,130.0,140,0,Sem parada,96.2
14/04/2025,April 2025,Monday,M3,Prensa Hidráulica,Manhã,Maria Lima,148.0,140,0,Sem parada,83.5
14/04/2025,April 2025,Monday,M5,Solda Robotica,Tarde,Carlos Silva,115.0,120,0,Sem parada,69.7
08/01/2025,January 2025,Wednesday,M3,Prensa Hidráulica,Tarde,Pedro Santos,150.0,140,0,Sem parada,92.1
25/04/2025,April 2025,Friday,m5,Solda Robotica,Manhã,Carlos Silva,114.0,120,0,Sem parada,74.3
05/03/2025,March 2025,Wednesday,M1,Torno CNC,Tarde,João Pereira,166.0,160,0,Sem parada,78.8
12/05/2025,May 2025,Monday,M3,Prensa Hidráulica,Noite,Pedro Santos,139.0,140,0,Sem parada,85.8
08/04/2025,April 2025,Tuesday,M4,Injetora,Noite,João Pereira,209.0,200,0,Sem parada,89.3
13/03/2025,March 2025,Thursday,M2,Fresadora,Noite,Ana Souza,179.0,180,0,Sem parada,93.9
21/04/2025,April 2025,Monday,M2,Fresadora,Noite,Ana Souza,195.0,180,0,Sem parada,88.1
25/04/2025,April 2025,Friday,M2,Fresadora,Noite,Pedro Santos,184.0,180,28,Setup de máquina,96.8
23/05/2025,May 2025,Friday,M1,Torno CNC,Manhã,Carlos Silva,164.0,160,0,Sem parada,73.3
15/05/2025,May 2025,Thursday,M1,Torno CNC,Manhã,João Pereira,131.0,160,0,Sem parada,64.4
06/02/2025,February 2025,Thursday,M5,Solda Robotica,Noite,Ana Souza,132.0,120,0,Sem parada,65.5
05/06/2025,June 2025,Thursday,M3,Prensa Hidráulica,Tarde,Pedro Santos,129.0,140,0,Sem parada,98.1
28/04/2025,April 2025,Monday,M3,Prensa Hidráulica,Manhã,Carlos Silva,136.0,140,0,Sem parada,86.9
01/05/2025,May 2025,Thursday,M1,Torno CNC,Noite,Maria Lima,174.0,160,0,Sem parada,71.9
09/01/2025,January 2025,Thursday,M5,Solda Robotica,Noite,Ana Souza,124.0,120,0,Sem parada,89.3
05/03/2025,March 2025,Wednesday,M5,Solda Robotica,Tarde,Pedro Santos,113.0,120,0,Sem parada,75.2
28/04/2025,April 2025,Monday,M5,Solda Robotica,Tarde,João Pereira,120.0,120,0,Sem parada,58.9
19/03/2025,March 2025,Wednesday,M1,Torno CNC,Tarde,João Pereira,162.0,160,0,Sem parada,73.2
07/01/2025,January 2025,Tuesday,M1,Torno CNC,Noite,Carlos Silva,167.0,160,0,Sem parada,86.0
20/03/2025,March 2025,Thursday,m5,Solda Robotica,Manhã,João Pereira,117.0,120,24,Setup de máquina,68.8
02/05/2025,May 2025,Friday,M1,Torno CNC,Manhã,João Pereira,153.0,160,41,Setup de máquina,69.3
21/01/2025,January 2025,Tuesday,M5,Solda Robotica,Tarde,Carlos Silva,123.0,120,0,Sem parada,65.3
14/01/2025,January 2025,Tuesday,M4,Injetora,Tarde,Ana Souza,196.0,200,0,Sem parada,92.5
11/04/2025,April 2025,Friday,M3,Prensa Hidráulica,Noite,João Pereira,121.0,140,0,Sem parada,90.9
04/02/2025,February 2025,Tuesday,M5,Solda Robotica,Tarde,Carlos Silva,121.0,120,0,Sem parada,66.2
22/05/2025,May 2025,Thursday,M4,Injetora,Noite,Carlos Silva,195.0,200,0,Sem parada,91.1
17/04/2025,April 2025,Thursday,M1,Torno CNC,Noite,Ana Souza,154.0,160,0,Sem parada,77.3
13/06/2025,June 2025,Friday,M5,Solda Robotica,Noite,Maria Lima,119.0,120,0,Sem parada,69.2
15/05/2025,May 2025,Thursday,M3,Prensa Hidráulica,Manhã,Maria Lima,148.0,140,0,Sem parada,91.1
26/05/2025,May 2025,Monday,M3,Prensa Hidráulica,Manhã,Ana Souza,158.0,140,0,Sem parada,95.4
24/04/2025,April 2025,Thursday,M4,Injetora,Tarde,Maria Lima,185.0,200,0,Sem parada,90.8
01/01/2025,January 2025,Wednesday,M4,Injetora,Manhã,Ana Souza,185.0,200,0,Sem parada,87.9
11/02/2025,February 2025,Tuesday,M5,Solda Robotica,Noite,João Pereira,131.0,120,0,Sem parada,65.9
07/03/2025,March 2025,Friday,M2,Fresadora,Manhã,Pedro Santos,180.0,180,0,Sem parada,86.3
24/01/2025,January 2025,Friday,M1,Torno CNC,Manhã,Ana Souza,163.0,160,0,Sem parada,74.7
24/03/2025,March 2025,Monday,M5,Solda Robotica,Manhã,Maria Lima,117.0,120,0,Sem parada,65.8
05/02/2025,February 2025,Wednesday,M5,Solda Robotica,Noite,Maria Lima,113.0,120,25,Falta de insumo,73.1
26/03/2025,March 2025,Wednesday,M3,Prensa Hidráulica,Noite,Carlos Silva,107.0,140,36,Manutenção preventiva,86.4
27/03/2025,March 2025,Thursday,M4,Injetora,Manhã,Ana Souza,215.0,200,0,Sem parada,97.1
04/06/2025,June 2025,Wednesday,M1,Torno CNC,Manhã,Pedro Santos,164.0,160,0,Sem parada,70.3
29/04/2025,April 2025,Tuesday,M1,Torno CNC,Tarde,João Pereira,164.0,160,-2,Sem parada,73.4
12/02/2025,February 2025,Wednesday,M4,Injetora,Tarde,João Pereira,217.0,200,0,Sem parada,89.9
03/06/2025,June 2025,Tuesday,M5,Solda Robotica,Manhã,Ana Souza,,120,54,Falta de insumo,64.6
18/04/2025,April 2025,Friday,M5,Solda Robotica,Tarde,Ana Souza,120.0,120,18,Falha mecânica,70.2
31/03/2025,March 2025,Monday,M5,Solda Robotica,Tarde,Carlos Silva,112.0,120,0,Sem parada,66.9
17/02/2025,February 2025,Monday,M3,Prensa Hidráulica,Manhã,João Pereira,140.0,140,0,Sem parada,86.8
11/03/2025,March 2025,Tuesday,M2,Fresadora,Tarde,Ana Souza,167.0,180,0,Sem parada,82.8
17/06/2025,June 2025,Tuesday,M3,Prensa Hidráulica,Manhã,Ana Souza,161.0,140,0,Sem parada,83.9
21/03/2025,March 2025,Friday,M5,Solda Robotica,Tarde,Carlos Silva,108.0,120,7,Manutenção preventiva,64.7
10/03/2025,March 2025,Monday,M4,Injetora,Noite,Pedro Santos,196.0,200,0,Sem parada,90.7
19/02/2025,February 2025,Wednesday,M5,Solda Robotica,Noite,Maria Lima,134.0,120,-5,Sem parada,74.3
06/03/2025,March 2025,Thursday,M3,Prensa Hidráulica,Tarde,João Pereira,135.0,140,0,Sem parada,90.9
06/05/2025,May 2025,Tuesday,M4,Injetora,Manhã,João Pereira,212.0,200,0,Sem parada,98.1
05/05/2025,May 2025,Monday,M3,Prensa Hidráulica,Noite,Ana Souza,127.0,140,0,Sem parada,94.5
17/04/2025,April 2025,Thursday,M2,Fresadora,Noite,Pedro Santos,205.0,180,-3,Sem parada,59.9
07/04/2025,April 2025,Monday,M4,Injetora,Noite,Ana Souza,,200,0,Sem parada,94.5
04/02/2025,February 2025,Tuesday,M5,Solda Robotica,Manhã,Carlos Silva,124.0,120,0,Sem parada,66.4
04/03/2025,March 2025,Tuesday,M3,Prensa Hidráulica,Tarde,Ana Souza,141.0,140,0,Sem parada,88.3
19/05/2025,May 2025,Monday,M3,Prensa Hidráulica,Tarde,Pedro Santos,129.0,140,0,Sem parada,98.7
03/02/2025,February 2025,Monday,M5,Solda Robotica,Manhã,Ana Souza,119.0,120,0,Sem parada,75.5
01/04/2025,April 2025,Tuesday,M3,Prensa Hidráulica,Tarde,Maria Lima,169.0,140,0,Sem parada,82.5
14/03/2025,March 2025,Friday,M2,Fresadora,Manhã,Carlos Silva,180.0,180,0,Sem parada,87.6
11/03/2025,March 2025,Tuesday,M1,Torno CNC,Manhã,Pedro Santos,175.0,160,0,Sem parada,72.0
08/04/2025,April 2025,Tuesday,M1,Torno CNC,Manhã,João Pereira,172.0,160,0,Sem parada,81.2
01/04/2025,April 2025,Tuesday,M4,Injetora,Tarde,Pedro Santos,204.0,200,0,Sem parada,93.0
19/05/2025,May 2025,Monday,M3,Prensa Hidráulica,Manhã,João Pereira,145.0,140,0,Sem parada,97.6
02/06/2025,June 2025,Monday,M2,Fresadora,Tarde,Ana Souza,183.0,180,0,Sem parada,75.7
19/05/2025,May 2025,Monday,M2,Fresadora,Noite,Carlos Silva,197.0,180,0,Sem parada,88.9
15/05/2025,May 2025,Thursday,M1,Torno CNC,Noite,Ana Souza,124.0,160,0,Sem parada,72.5
